PLAYER_ID,COMMENT_ID
2200,324117
2200,227978
2200,127777
2200,153197
2200,153210
2200,298678
2200,274931
2200,36817
2200,309371
2200,321842
2200,268261
2200,1834
2200,85592
2200,237397
2200,54149
2200,38868
2200,27861
2200,234329
2200,238388
2200,238455
2200,238500
2200,31453
2200,135921
2200,218869
2200,70411
2200,182032
2200,182034
2200,182038
2200,342328
2200,178867
2200,178889
2200,178891
2200,178900
2200,287895
2200,99032
2200,236593
2200,303481
2200,303519
2200,130284
2200,130312
2200,342886
2200,69721
2200,216254
2200,55175
2200,31584
2200,31597
2200,31783
2200,258097
2200,88737
2200,242927
2200,200800
2200,52472
2200,306568
2200,180338
2200,276735
2200,276747
2200,276748
2200,923
2200,942
2200,141248
2200,187483
2200,224714
2200,224732
2200,253917
2200,89572
2200,24878
2200,241153
2200,268049
2200,101797
2200,329814
2200,329838
2200,329869
2200,329901
2200,11248
2200,278027
2200,218463
2200,223582
2200,35520
2200,142862
2200,27189
2200,27201
2200,333078
2200,205880
2200,223905
2200,264943
2200,275975
2200,3176
2200,42969
2200,319266
2200,103255
2200,150756
2200,112556
2200,286228
2200,186609
2200,154029
2200,131601
2200,137924
2200,206687
2200,206700
2200,87630
2200,13304
2200,63904
2200,136725
2200,316052
2200,316055
2200,29190
2200,155828
2200,124405
2200,37994
2200,56564
2200,328948
2200,95274
2200,169787
2200,169788
2200,345698
2200,27427
2200,254509
2200,254517
2200,344619
2200,232079
2200,44325
2200,44348
2200,104706
2200,201332
2200,193468
2200,179095
2200,234102
2200,298090
2200,149437
2200,242252
2200,167154
2200,137495
2200,331764
2200,340421
2200,180871
2200,238130
2200,66005
2200,345407
2200,116033
2200,171112
2200,299611
2200,27762
2200,22126
2200,74283
2200,74287
2200,140317
2200,140346
2200,140366
2200,140424
2200,15301
2200,171998
2200,274475
2200,160516
2200,234458
2200,297633
2200,297740
2200,90225
2200,229831
2200,78300
2200,291528
2200,64995
2200,149813
2200,179940
2200,179975
2200,289114
2200,163967
2200,76985
2200,76986
2200,197028
2200,197059
2200,7300
2200,226699
2200,137139
2200,349699
2200,349724
2200,95342
2200,55388
2200,92635
2200,92636
2200,165469
2200,41290
2200,15895
2200,15161
2200,282496
2200,47770
2200,47809
2200,20659
2200,51089
2200,226894
2200,116610
2200,197907
2200,76896
2200,90693
2200,33017
2200,33059
2200,192994
2200,193000
2200,323934
2200,124632
2200,42418
2200,195307
2200,337438
2200,161617
2200,270874
2200,164437
2200,84491
2200,298703
2200,341138
2200,176900
2200,111434
2200,175126
2200,22301
2200,22330
2200,96783
2200,14847
2200,14871
2201,262245
2201,331570
2201,61827
2201,165005
2201,209917
2201,267653
2201,267728
2201,74910
2201,126784
2201,126794
2201,287598
2201,287599
2201,287600
2201,85644
2201,203951
2201,338764
2201,338768
2201,278815
2201,271697
2201,233052
2201,200865
2201,200866
2201,221846
2201,221871
2201,292156
2201,303971
2201,281881
2201,281882
2201,205134
2201,107238
2201,191074
2201,265252
2201,265253
2201,243885
2201,11128
2201,210104
2201,294849
2201,74256
2201,18527
2201,217443
2201,128738
2201,97082
2202,44159
2202,320490
2202,27647
2202,251650
2202,282669
2202,65874
2202,49225
2202,293647
2202,186099
2202,249733
2202,245944
2202,140473
2202,24368
2202,123638
2202,170612
2202,133018
2202,133019
2202,78841
2202,177125
2202,183133
2202,332467
2202,57658
2202,204384
2202,12994
2202,282480
2202,340339
2203,199066
2203,199069
2203,149151
2203,209935
2203,209958
2203,161780
2203,99393
2203,268852
2203,268853
2203,268858
2203,20171
2203,100709
2203,27664
2203,251701
2203,267310
2203,275222
2203,74756
2203,43961
2203,249716
2203,319552
2203,221941
2203,221946
2203,221951
2203,213917
2203,166383
2203,183864
2203,124263
2203,11788
2203,306126
2203,253813
2203,253814
2203,78532
2203,179261
2203,235154
2203,92118
2203,92121
2203,298107
2203,298160
2203,34251
2203,211631
2203,304323
2203,13901
2203,135116
2203,252
2203,277665
2203,101991
2203,76762
2203,140931
2203,140932
2203,186281
2203,164263
2203,46955
2205,165005
2205,80829
2205,64465
2205,159329
2205,170029
2205,295981
2207,61853
2207,299143
2207,53667
2207,53691
2207,53752
2207,53755
2207,278907
2207,278913
2207,278968
2207,278979
2207,118676
2207,298544
2207,298681
2207,298695
2207,153778
2207,153790
2207,58780
2207,267633
2207,320506
2207,198339
2207,105534
2207,149658
2207,309310
2207,309312
2207,268854
2207,126787
2207,212405
2207,212517
2207,219828
2207,287568
2207,287573
2207,287574
2207,287617
2207,287624
2207,287649
2207,70067
2207,70081
2207,169435
2207,169494
2207,314029
2207,314040
2207,314062
2207,314068
2207,314074
2207,314088
2207,314099
2207,314102
2207,54250
2207,54299
2207,220534
2207,220536
2207,286516
2207,209011
2207,257085
2207,300602
2207,300637
2207,341427
2207,341455
2207,119701
2207,49251
2207,49331
2207,59852
2207,181964
2207,182012
2207,74401
2207,342339
2207,342371
2207,287832
2207,287834
2207,287836
2207,287853
2207,287857
2207,287859
2207,287936
2207,287937
2207,287942
2207,314491
2207,314510
2207,2956
2207,253583
2207,253603
2207,252429
2207,186057
2207,186072
2207,19668
2207,144927
2207,144928
2207,195653
2207,299371
2207,30420
2207,90287
2207,90290
2207,90293
2207,90308
2207,90309
2207,90310
2207,90326
2207,90344
2207,90349
2207,90355
2207,157676
2207,187480
2207,57482
2207,57485
2207,57522
2207,190832
2207,225463
2207,225466
2207,225521
2207,74989
2207,100194
2207,100195
2207,100196
2207,100240
2207,60078
2207,60143
2207,89999
2207,292183
2207,304028
2207,176771
2207,7874
2207,20145
2207,84667
2207,84682
2207,38549
2207,160679
2207,158974
2207,2905
2207,347023
2207,35524
2207,51387
2207,83636
2207,68672
2207,46587
2207,46731
2207,168369
2207,198723
2207,139704
2207,124271
2207,252130
2207,62207
2207,62258
2207,62261
2207,4024
2207,4025
2207,139903
2207,67042
2207,67058
2207,280792
2207,280797
2207,280798
2207,280802
2207,286140
2207,286191
2207,286208
2207,286264
2207,188182
2207,188184
2207,188236
2207,188237
2207,188239
2207,320801
2207,299780
2207,167784
2207,248153
2207,217917
2207,217922
2207,273825
2207,273888
2207,273892
2207,273894
2207,273898
2207,273913
2207,218122
2207,218158
2207,332018
2207,332028
2207,332042
2207,332069
2207,320090
2207,320157
2207,320159
2207,320209
2207,276504
2207,276550
2207,276617
2207,227221
2207,227224
2207,185616
2207,185617
2207,185624
2207,185633
2207,185634
2207,185642
2207,185643
2207,185652
2207,185658
2207,185672
2207,299932
2207,20491
2207,166101
2207,79523
2207,79532
2207,202907
2207,303770
2207,29187
2207,134682
2207,134683
2207,134685
2207,134704
2207,324572
2207,174998
2207,175013
2207,175020
2207,175061
2207,175063
2207,37905
2207,274540
2207,208096
2207,208112
2207,208156
2207,208158
2207,208159
2207,208178
2207,208230
2207,208252
2207,319771
2207,319775
2207,319780
2207,319795
2207,319803
2207,319804
2207,319819
2207,319825
2207,319827
2207,4307
2207,115299
2207,103971
2207,194754
2207,208684
2207,334142
2207,334149
2207,334164
2207,334172
2207,334196
2207,334204
2207,334208
2207,334235
2207,334248
2207,334279
2207,334300
2207,232008
2207,232122
2207,279410
2207,107867
2207,107895
2207,107948
2207,68913
2207,68948
2207,150289
2207,1731
2207,57797
2207,57799
2207,57801
2207,295214
2207,295411
2207,295412
2207,101144
2207,101152
2207,101163
2207,101170
2207,101177
2207,93152
2207,93166
2207,93167
2207,233801
2207,231484
2207,205284
2207,219239
2207,219263
2207,219280
2207,325113
2207,30520
2207,314200
2207,314204
2207,314273
2207,314286
2207,298068
2207,298070
2207,298147
2207,298162
2207,298166
2207,298260
2207,315581
2207,315582
2207,315596
2207,315610
2207,315611
2207,315635
2207,29411
2207,137487
2207,133319
2207,251109
2207,154091
2207,154102
2207,154220
2207,154221
2207,154225
2207,154250
2207,98590
2207,333507
2207,333511
2207,187343
2207,22151
2207,22198
2207,22218
2207,302816
2207,302839
2207,316400
2207,217320
2207,217331
2207,217332
2207,130561
2207,238938
2207,238964
2207,238987
2207,238996
2207,239007
2207,256219
2207,256237
2207,256241
2207,112969
2207,327757
2207,102792
2207,59363
2207,59366
2207,59450
2207,130874
2207,130875
2207,36114
2207,240202
2207,240206
2207,240208
2207,240225
2207,240227
2207,240232
2207,240238
2207,240241
2207,240242
2207,240341
2207,134966
2207,257707
2207,257782
2207,130110
2207,159562
2207,159568
2207,159580
2207,159664
2207,247458
2207,253676
2207,253678
2207,253707
2207,253719
2207,30061
2207,381
2207,383
2207,418
2207,83317
2207,83353
2207,117471
2207,142404
2207,142545
2207,142555
2207,177650
2207,50672
2207,50673
2207,318136
2207,84
2207,126
2207,297
2207,181632
2207,181645
2207,181656
2207,181658
2207,181670
2207,181717
2207,181723
2207,7884
2207,115253
2207,125609
2207,125611
2207,47593
2207,280157
2207,67892
2207,334779
2207,149545
2207,266200
2207,266316
2207,266326
2207,266353
2207,230711
2207,230713
2207,204708
2207,163075
2207,151483
2207,165306
2207,173357
2207,42414
2207,42415
2207,42433
2207,42440
2207,42441
2207,42447
2207,147920
2207,61159
2207,61182
2207,198439
2207,198458
2207,43287
2207,179392
2207,179393
2207,179394
2207,222918
2207,222930
2207,222938
2207,222949
2207,84418
2207,157244
2207,112103
2207,112136
2207,112153
2207,329767
2207,329796
2207,12102
2207,12103
2207,12157
2207,66674
2207,66709
2207,158361
2207,339452
2207,181572
2207,47841
2207,47848
2207,321015
2207,211587
2207,256472
2207,256479
2207,256498
2207,307070
2207,307090
2198,23414
2198,199054
2198,199073
2198,342239
2198,164985
2198,164991
2198,165067
2198,193067
2198,308279
2198,308303
2198,58385
2198,86622
2198,310742
2198,282914
2198,288146
2198,218686
2198,261459
2198,180505
2198,282604
2198,105802
2198,242545
2198,45725
2198,284322
2198,35692
2198,234778
2198,217640
2198,96944
2198,237342
2198,237401
2198,162872
2198,54024
2198,54155
2198,73098
2198,73129
2198,163802
2198,271098
2198,271099
2198,351947
2198,213091
2198,31452
2198,142237
2198,142238
2198,133239
2198,277020
