TEAM_ID,COMMENT_ID
1610612756,293762
1610612756,237149
1610612756,237150
1610612756,237153
1610612756,237155
1610612756,237157
1610612756,237169
1610612756,237183
1610612756,237191
1610612756,237193
1610612756,237197
1610612756,237218
1610612756,237224
1610612756,237230
1610612756,237233
1610612756,237234
1610612756,237235
1610612756,237241
1610612756,237248
1610612756,237251
1610612756,237252
1610612756,237254
1610612756,331676
1610612756,295075
1610612756,295076
1610612756,284467
1610612756,284479
1610612756,284483
1610612756,284484
1610612756,284487
1610612756,284489
1610612756,284501
1610612756,284503
1610612756,284515
1610612756,284517
1610612756,284518
1610612756,284523
1610612756,284531
1610612756,284534
1610612756,284561
1610612756,284565
1610612756,284569
1610612756,284596
1610612756,284603
1610612756,284609
1610612756,284610
1610612756,284612
1610612756,284614
1610612756,165001
1610612756,165048
1610612756,202551
1610612756,326828
1610612756,253946
1610612756,253947
1610612756,253948
1610612756,253951
1610612756,253958
1610612756,253959
1610612756,253960
1610612756,253967
1610612756,253984
1610612756,253988
1610612756,253989
1610612756,253996
1610612756,253998
1610612756,254000
1610612756,254005
1610612756,254008
1610612756,254009
1610612756,254019
1610612756,254020
1610612756,254036
1610612756,254037
1610612756,254048
1610612756,254053
1610612756,254055
1610612756,254067
1610612756,254068
1610612756,254069
1610612756,254080
1610612756,254081
1610612756,254082
1610612756,254330
1610612756,254333
1610612756,254335
1610612756,254338
1610612756,254339
1610612756,254340
1610612756,254341
1610612756,254346
1610612756,254382
1610612756,254384
1610612756,254396
1610612756,254398
1610612756,254408
1610612756,254453
1610612756,138355
1610612756,308244
1610612756,308247
1610612756,308248
1610612756,308252
1610612756,308253
1610612756,308273
1610612756,308275
1610612756,308277
1610612756,308278
1610612756,308284
1610612756,308286
1610612756,308299
1610612756,308300
1610612756,308316
1610612756,308318
1610612756,308320
1610612756,308333
1610612756,308335
1610612756,308369
1610612756,127880
1610612756,179812
1610612756,46084
1610612756,88999
1610612756,89005
1610612756,89006
1610612756,89033
1610612756,89041
1610612756,89042
1610612756,89043
1610612756,89044
1610612756,89045
1610612756,89063
1610612756,89064
1610612756,89070
1610612756,89071
1610612756,89072
1610612756,89073
1610612756,89079
1610612756,118756
1610612756,109022
1610612756,235701
1610612756,282873
1610612756,117735
1610612756,58738
1610612756,58742
1610612756,58746
1610612756,58761
1610612756,58762
1610612756,58764
1610612756,58765
1610612756,58772
1610612756,58778
1610612756,58779
1610612756,58795
1610612756,58802
1610612756,235418
1610612756,74851
1610612756,214894
1610612756,250965
1610612756,320513
1610612756,320548
1610612756,143099
1610612756,143113
1610612756,143116
1610612756,143127
1610612756,143139
1610612756,143143
1610612756,143158
1610612756,143175
1610612756,143189
1610612756,73692
1610612756,73831
1610612756,144585
1610612756,71794
1610612756,71795
1610612756,198360
1610612756,324414
1610612756,232679
1610612756,277899
1610612756,62060
1610612756,329665
1610612756,187080
1610612756,25636
1610612756,261636
1610612756,261637
1610612756,261639
1610612756,297172
1610612756,55920
1610612756,309212
1610612756,309307
1610612756,309346
1610612756,161278
1610612756,161289
1610612756,161291
1610612756,161296
1610612756,161299
1610612756,161301
1610612756,161334
1610612756,161436
1610612756,161447
1610612756,260029
1610612756,138033
1610612756,138037
1610612756,138043
1610612756,138066
1610612756,138067
1610612756,138076
1610612756,138105
1610612756,138110
1610612756,242476
1610612756,242542
1610612756,111985
1610612756,126768
1610612756,126770
1610612756,45620
1610612756,45681
1610612756,284262
1610612756,284264
1610612756,328478
1610612756,328479
1610612756,328493
1610612756,328500
1610612756,328504
1610612756,328513
1610612756,328514
1610612756,328539
1610612756,328550
1610612756,328558
1610612756,328559
1610612756,328561
1610612756,328562
1610612756,4462
1610612756,4590
1610612756,196084
1610612756,35691
1610612756,35734
1610612756,339282
1610612756,142271
1610612756,142279
1610612756,142294
1610612756,142298
1610612756,142304
1610612756,142307
1610612756,142327
1610612756,142341
1610612756,142385
1610612756,219862
1610612756,190938
1610612756,190966
1610612756,190985
1610612756,190987
1610612756,19751
1610612756,19799
1610612756,19951
1610612756,1829
1610612756,1835
1610612756,1837
1610612756,113850
1610612756,219908
1610612756,203969
1610612756,301486
1610612756,301487
1610612756,338733
1610612756,338812
1610612756,74035
1610612756,237394
1610612756,237395
1610612756,319657
1610612756,319659
1610612756,319660
1610612756,319662
1610612756,319663
1610612756,172498
1610612756,172501
1610612756,172513
1610612756,172525
1610612756,172532
1610612756,172533
1610612756,172571
1610612756,172578
1610612756,172585
1610612756,172602
1610612756,172603
1610612756,172604
1610612756,172610
1610612756,164786
1610612756,164788
1610612756,164791
1610612756,164801
1610612756,164804
1610612756,164806
1610612756,164808
1610612756,164814
1610612756,164815
1610612756,164817
1610612756,164823
1610612756,164825
1610612756,164833
1610612756,164848
1610612756,164851
1610612756,164856
1610612756,164859
1610612756,164860
1610612756,164871
1610612756,164872
1610612756,164879
1610612756,164880
1610612756,164882
1610612756,164894
1610612756,164900
1610612756,164903
1610612756,164907
1610612756,54024
1610612756,54189
1610612756,11421
1610612756,233412
1610612756,233418
1610612756,233426
1610612756,233427
1610612756,233428
1610612756,233433
1610612756,233435
1610612756,233443
1610612756,233451
1610612756,233452
1610612756,233453
1610612756,233458
1610612756,233461
1610612756,233462
1610612756,233463
1610612756,233466
1610612756,233476
1610612756,233478
1610612756,233483
1610612756,233485
1610612756,233487
1610612756,233490
1610612756,233505
1610612756,233506
1610612756,233514
1610612756,233562
1610612756,261799
1610612756,271083
1610612756,49092
1610612756,184366
1610612756,184413
1610612756,184416
1610612756,184437
1610612756,184445
1610612756,184449
1610612756,184452
1610612756,184456
1610612756,184458
1610612756,184459
1610612756,184469
1610612756,184502
1610612756,184512
1610612756,35863
1610612756,350348
1610612756,350351
1610612756,350353
1610612756,350375
1610612756,350389
1610612756,350393
1610612756,271536
1610612756,6125
1610612756,286506
1610612756,235942
1610612756,235943
1610612756,235972
1610612756,235976
1610612756,235977
1610612756,235980
1610612756,235981
1610612756,236006
1610612756,236014
1610612756,236029
1610612756,236037
1610612756,236040
1610612756,12708
1610612756,198517
1610612756,198550
1610612756,285806
1610612756,27809
1610612756,27810
1610612756,27814
1610612756,27828
1610612756,27831
1610612756,27839
1610612756,27848
1610612756,27853
1610612756,27865
1610612756,27866
1610612756,27917
1610612756,27923
1610612756,27924
1610612756,75444
1610612756,71121
1610612756,71124
1610612756,71126
1610612756,71127
1610612756,71130
1610612756,71134
1610612756,71137
1610612756,71220
1610612756,40645
1610612756,40793
1610612756,176994
1610612756,177006
1610612756,177007
1610612756,177008
1610612756,177043
1610612756,177054
1610612756,177060
1610612756,177066
1610612756,177072
1610612756,177085
1610612756,177086
1610612756,177088
1610612756,31492
1610612756,189166
1610612756,341415
1610612756,341416
1610612756,341419
1610612756,341425
1610612756,341438
1610612756,341450
1610612756,341452
1610612756,341466
1610612756,341468
1610612756,341469
1610612756,341470
1610612756,341477
1610612756,65853
1610612756,65856
1610612756,65859
1610612756,65866
1610612756,65877
1610612756,65919
1610612756,65957
1610612756,65959
1610612756,65964
1610612756,65965
1610612756,119671
1610612756,233703
1610612756,233721
1610612756,86291
1610612756,86313
1610612756,86314
1610612756,86316
1610612756,86319
1610612756,86321
1610612756,86329
1610612756,86344
1610612756,86346
1610612756,86347
1610612756,86369
1610612756,86370
1610612756,86371
1610612756,86374
1610612756,86396
1610612756,329280
1610612756,329310
1610612756,329312
1610612756,91685
1610612756,283212
1610612756,283229
1610612756,283292
1610612756,283296
1610612756,283344
1610612756,8562
1610612756,198992
1610612756,198995
1610612756,351458
1610612756,351459
1610612756,351535
1610612756,351536
1610612756,351548
1610612756,351550
1610612756,351557
1610612756,344729
1610612756,298719
1610612756,298736
1610612756,298748
1610612756,298783
1610612756,298807
1610612756,298832
1610612756,298833
1610612756,298835
1610612756,298840
1610612756,298841
1610612756,298853
1610612756,298868
1610612756,311362
1610612756,287862
1610612756,287863
1610612756,287869
1610612756,287873
1610612756,287874
1610612756,287903
1610612756,287904
1610612756,287917
1610612756,287950
1610612756,287976
1610612756,288008
1610612756,288024
1610612756,288031
1610612756,288032
1610612756,288038
1610612756,223282
1610612756,236572
1610612756,202041
1610612756,202058
1610612756,202059
1610612756,202063
1610612756,202064
1610612756,202076
1610612756,202089
1610612756,202123
1610612756,127412
1610612756,261682
1610612756,261685
1610612756,170377
1610612756,170407
1610612756,170413
1610612756,170444
1610612756,170491
1610612756,170529
1610612756,130289
1610612756,110206
1610612756,110207
1610612756,227609
1610612756,227612
1610612756,227615
1610612756,227620
1610612756,227645
1610612756,227659
1610612756,227662
1610612756,227665
1610612756,227673
1610612756,227679
1610612756,227682
1610612756,227689
1610612756,227690
1610612756,174753
1610612756,149855
1610612756,125248
1610612756,125283
1610612756,125285
1610612756,125287
1610612756,125292
1610612756,125299
1610612756,125300
1610612756,125327
1610612756,125329
1610612756,125331
1610612756,125333
1610612756,125338
1610612756,125339
1610612756,125340
1610612756,125350
1610612756,125358
1610612756,125365
1610612756,169154
1610612756,169240
1610612756,110721
1610612756,110737
1610612756,110780
1610612756,48736
1610612756,48738
1610612756,48753
1610612756,48767
1610612756,48772
1610612756,48804
1610612756,48813
1610612756,48860
1610612756,48872
1610612756,48877
1610612756,48902
1610612756,48920
1610612756,48921
1610612756,48924
1610612756,48926
1610612756,33655
1610612756,33661
1610612756,33666
1610612756,33668
1610612756,33673
1610612756,33713
1610612756,33733
1610612756,33741
1610612756,33742
1610612756,33746
1610612756,33752
1610612756,33755
1610612756,33786
1610612756,33788
1610612756,144944
1610612756,113112
1610612756,209385
1610612756,66442
1610612756,66443
1610612756,66445
1610612756,66447
1610612756,66499
1610612756,66602
1610612756,66621
1610612756,66642
1610612756,66649
1610612756,66659
1610612756,66660
1610612756,66661
1610612756,22625
1610612756,22628
1610612756,291623
1610612756,245927
1610612756,37147
1610612756,37148
1610612756,37274
1610612756,307458
1610612756,232804
1610612756,232808
1610612756,232838
1610612756,232839
1610612756,232845
1610612756,232857
1610612756,232868
1610612756,232926
1610612756,23773
1610612756,329055
1610612756,108524
1610612756,108559
1610612756,108560
1610612756,108572
1610612756,108591
1610612756,108598
1610612756,108599
1610612756,108601
1610612756,108605
1610612756,108627
1610612756,309980
1610612756,57564
1610612756,57565
1610612756,57567
1610612756,57571
1610612756,57572
1610612756,83278
1610612756,224703
1610612756,113949
1610612756,113952
1610612756,113955
1610612756,113985
1610612756,113995
1610612756,114006
1610612756,114013
1610612756,114018
1610612756,114022
1610612756,114023
1610612756,114024
1610612756,114026
1610612756,114028
1610612756,114030
1610612756,114031
1610612756,114033
1610612756,114040
1610612756,114041
1610612756,114045
1610612756,114047
1610612756,46850
1610612756,46851
1610612756,323105
1610612756,94135
1610612756,94140
1610612756,94142
1610612756,94146
1610612756,94147
1610612756,94155
1610612756,94158
1610612756,94159
1610612756,94174
1610612756,94177
1610612756,94183
1610612756,243090
1610612756,243116
1610612756,243119
1610612756,243121
1610612756,243134
1610612756,243150
1610612756,181021
1610612756,181036
1610612756,181054
1610612756,181063
1610612756,181064
1610612756,181067
1610612756,181087
1610612756,181100
1610612756,181113
1610612756,181119
1610612756,181125
1610612756,181127
1610612756,181130
1610612756,181131
1610612756,181132
1610612756,181144
1610612756,26948
1610612756,26954
1610612756,26963
1610612756,26968
1610612756,26971
1610612756,26976
1610612756,26977
1610612756,26981
1610612756,26983
1610612756,26988
1610612756,26994
1610612756,26995
1610612756,27011
1610612756,27030
1610612756,27034
1610612756,27035
1610612756,27038
1610612756,118324
1610612756,303976
1610612756,236043
1610612756,236068
1610612756,236069
1610612756,236079
1610612756,236102
1610612756,236104
1610612756,236106
1610612756,236122
1610612756,257443
1610612756,190145
1610612756,190146
1610612756,121773
1610612756,121776
1610612756,121788
1610612756,121820
1610612756,121829
1610612756,121832
1610612756,121834
1610612756,121840
1610612756,121846
1610612756,121853
1610612756,164109
1610612756,141456
1610612756,201070
1610612756,275886
1610612756,85039
1610612756,85042
1610612756,85043
1610612756,85044
1610612756,85045
1610612756,85053
1610612756,85056
1610612756,85057
1610612756,85060
1610612756,85066
1610612756,85067
1610612756,85069
1610612756,85072
1610612756,85073
1610612756,85078
1610612756,85084
1610612756,85087
1610612756,85088
1610612756,85101
1610612756,85103
1610612756,85107
1610612756,85110
1610612756,85113
1610612756,85124
1610612756,85126
1610612756,85130
1610612756,166330
1610612756,166377
1610612756,341377
1610612756,203033
1610612756,203034
1610612756,278025
1610612756,278040
1610612756,278041
1610612756,278072
1610612756,278083
1610612756,278084
1610612756,278113
1610612756,278119
1610612756,278125
1610612756,30193
1610612756,119514
1610612756,119619
1610612756,159031
1610612756,166878
1610612756,207906
1610612756,207907
1610612756,205043
1610612756,129848
1610612756,65635
1610612756,187631
1610612756,187632
1610612756,187637
1610612756,187638
1610612756,187646
1610612756,187648
1610612756,187651
1610612756,187654
1610612756,187662
1610612756,187664
1610612756,187665
1610612756,187674
1610612756,187675
1610612756,187676
1610612756,187680
1610612756,187686
1610612756,187699
1610612756,187700
1610612756,187705
1610612756,187707
1610612756,35546
1610612756,330683
1610612756,171583
1610612756,16233
1610612756,23450
1610612756,23461
1610612756,23464
1610612756,23468
1610612756,23469
1610612756,23494
1610612756,23496
1610612756,23497
1610612756,23500
1610612756,23503
1610612756,23505
1610612756,23532
1610612756,23560
1610612756,23561
1610612756,142714
1610612756,142720
1610612756,349534
1610612756,241479
1610612756,241480
1610612756,241508
1610612756,241561
1610612756,83578
1610612756,83582
1610612756,83591
1610612756,83592
1610612756,83593
1610612756,83600
1610612756,83610
1610612756,83611
1610612756,83615
1610612756,83623
1610612756,83627
1610612756,83631
1610612756,83635
1610612756,83639
1610612756,83640
1610612756,83642
1610612756,83643
1610612756,83644
1610612756,83645
1610612756,83659
1610612756,83660
1610612756,83662
